kind,path,sha256,task_id,condition,source_loading_seconds,receiver_loading_seconds,mapper_initialization_seconds,checkpoint_load_seconds,started_epoch,completed_epoch
mapper_checkpoint,primary/tasks/atcoder__abc373_a/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_ROTATING_M.json,0c8b8975d8d173e8608baa39db271b5ebf736ed9f210b7f62eaaed417574d47c,atcoder/abc373_a,ROTATING_M,,,,0.48646023869514465,,
mapper_checkpoint,primary/tasks/atcoder__abc373_b/mapper_loads/108w4mmsquk207_generation_1_1789824975188407083_FIXED_H.json,b1cdc6bebdcf408d7dc6a117ccaf42c62f937e98f230d201d6c5d2ea7b387266,atcoder/abc373_b,FIXED_H,,,,0.542833250015974,,
mapper_checkpoint,primary/tasks/atcoder__abc373_b/mapper_loads/108w4mmsquk207_generation_1_1789824975188407083_FIXED_M.json,517df3a08dad2f45604e47b39a0eaf750824db4bafd26284cbe2182b3d9d4047,atcoder/abc373_b,FIXED_M,,,,0.5405084621161222,,
mapper_checkpoint,primary/tasks/atcoder__abc373_b/mapper_loads/108w4mmsquk207_generation_1_1789824975188407083_ROTATING_H.json,b76fd111807593e74f0bd16fb0c17aac4a6f82ce56ea383d8aba5137348ddfe8,atcoder/abc373_b,ROTATING_H,,,,1.0748011651448905,,
mapper_checkpoint,primary/tasks/atcoder__abc373_b/mapper_loads/108w4mmsquk207_generation_1_1789824975188407083_ROTATING_M.json,0365694a93aa9823cbe701222809852759f69bebc9ad4623a412751fd877a7ea,atcoder/abc373_b,ROTATING_M,,,,1.198819950222969,,
mapper_checkpoint,primary/tasks/atcoder__abc373_c/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_FIXED_H.json,074b78f84bac9c827abad7096b2599dddb240e5d87ba034964199accc68f5e34,atcoder/abc373_c,FIXED_H,,,,0.5272347535938025,,
mapper_checkpoint,primary/tasks/atcoder__abc373_c/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_FIXED_M.json,dc846aeb8852f0718ad6e13c7b942478c17bf1e7e0e8f889014f2c1c3ed39df0,atcoder/abc373_c,FIXED_M,,,,0.48780728690326214,,
mapper_checkpoint,primary/tasks/atcoder__abc373_c/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_ROTATING_H.json,ffa61e9053fcb0935adc4ebd4463d00750bf2101f0c9aed5bdbe395d89e62c78,atcoder/abc373_c,ROTATING_H,,,,0.4946509748697281,,
mapper_checkpoint,primary/tasks/atcoder__abc373_c/mapper_loads/nv36660gsdcw11_generation_0_1789824988462409312_ROTATING_M.json,93617da4503d26c02e374533efb8e5c14f92a8e0b95e02e250d594ae27b77746,atcoder/abc373_c,ROTATING_M,,,,0.49814433231949806,,
mapper_checkpoint,primary/tasks/atcoder__abc373_e/mapper_loads/oianuofedm84rt_generation_2_1789824916910890488_FIXED_H.json,fde7d28c3ff91508ca97cf07efc61c8e8dcc1373d9f8403787f2b32cbbcab7a1,atcoder/abc373_e,FIXED_H,,,,0.5124250210355967,,
mapper_checkpoint,primary/tasks/atcoder__abc373_e/mapper_loads/oianuofedm84rt_generation_2_1789824916910890488_FIXED_M.json,942770093b6180c38b6844d0fc54cf37f3ab925ab3bf6d6332e31af626b0e49a,atcoder/abc373_e,FIXED_M,,,,0.530110407853499,,
mapper_checkpoint,primary/tasks/atcoder__abc373_e/mapper_loads/oianuofedm84rt_generation_2_1789824916910890488_ROTATING_H.json,2cb3d6b4d42463ac15fcdca3f53193b8138007959f30679201ddfd0cdd60331d,atcoder/abc373_e,ROTATING_H,,,,0.5120348399505019,,
mapper_checkpoint,primary/tasks/atcoder__abc373_e/mapper_loads/oianuofedm84rt_generation_2_1789824916910890488_ROTATING_M.json,575d52c7c531fbc2f3deb879722712bc2ee8e7e771cd913717d3300292e857a7,atcoder/abc373_e,ROTATING_M,,,,0.5163506290409714,,
mapper_checkpoint,primary/tasks/atcoder__abc373_g/mapper_loads/oianuofedm84rt_generation_2_1789824916910890488_FIXED_H.json,c86d4e4b4cbf9bc147dc9ba97fc2b5016817a4635134d1d7fac74b3acd15db48,atcoder/abc373_g,FIXED_H,,,,0.5338026881217957,,
mapper_checkpoint,primary/tasks/atcoder__abc373_g/mapper_loads/oianuofedm84rt_generation_2_1789824916910890488_FIXED_M.json,9aea0f0dd777c0c4555205ee4c0b5681efb2a765204b9f2b0aba3810ee253350,atcoder/abc373_g,FIXED_M,,,,0.5349083449691534,,
